CompanyName,JobTitle,DatePosted,JobCategory
BBI-Consultancy,Data Engineer lead,2023-10-01,IT/Software Development
Azm development,Application Support Engineer,2023-10-01,IT/Software Development
3D Diagnostix,Odoo Analyst,2023-10-01,IT/Software Development
Crevisoft Corporation,Accountant,2023-10-01,Accounting/Finance
Crevisoft Corporation,Accountant,2023-10-01,Administration
Crevisoft Corporation,Accountant,2023-10-01,IT/Software Development
Perfect Presentation,senior oracle developer,2023-10-01,IT/Software Development
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst,2023-10-01,IT/Software Development
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch ),2023-10-01,IT/Software Development
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch ),2023-10-01,Engineering - Telecom/Technology
SABA,Logistics Team Leader,2023-10-01,IT/Software Development
SABA,Logistics Team Leader,2023-10-01,Logistics/Supply Chain
SABA,Logistics Team Leader,2023-10-01,Engineering - Telecom/Technology
EDRAK Software,Senior Backend Developer (.NET),2023-10-01,IT/Software Development
Al Ahly Momkn for e-payment,Senior Java Developer,2023-10-01,IT/Software Development
Al Ahly Momkn for e-payment,Senior Java Developer,2023-10-01,Engineering - Telecom/Technology
Khales,Senior Solution Architecture Engineer,2023-10-01,Business Development
Khales,Senior Solution Architecture Engineer,2023-10-01,IT/Software Development
BI-Technologies,Software Developer (.Net),2023-10-01,IT/Software Development
BI-Technologies,Software Developer (.Net),2023-10-01,Engineering - Telecom/Technology
Transmar International ,BI Developer,2023-10-01,IT/Software Development
Basata,Java Backend Developer,2023-10-01,IT/Software Development
Basata,Java Backend Developer,2023-10-01,Engineering - Telecom/Technology
Interactive Limited/Carma Group,Dotnet Fullstack Developer,2023-10-01,IT/Software Development
SHAWAHID ROADS INDUSTRIAL COMPANY ,Software Business Analyst,2023-10-01,IT/Software Development
SHAWAHID ROADS INDUSTRIAL COMPANY ,Software Business Analyst,2023-10-01,Analyst/Research
Sprints.ai,Senior Full Stack Engineer (Remote) / Python and C++,2023-10-01,IT/Software Development
Sprints.ai,Senior Full Stack Engineer (Remote) / Python and C++,2023-10-01,Engineering - Telecom/Technology
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT Help Desk Technician,2023-10-01,IT/Software Development
Shotmed,IT Associate,2023-10-01,IT/Software Development
Arabia for Information Technology,Flutter Developer,2023-10-01,IT/Software Development
Arabia for Information Technology,Flutter Developer,2023-10-01,Engineering - Telecom/Technology
Arabia for Information Technology,Software Project Coordinator,2023-10-01,IT/Software Development
Arabia for Information Technology,Software Project Coordinator,2023-10-01,Project/Program Management
Arabia for Information Technology,Software Project Coordinator,2023-10-01,Engineering - Telecom/Technology
EFS,Accounting Manager,2023-10-01,Accounting/Finance
EFS,Accounting Manager,2023-10-01,Operations/Management
Optasia,"Tech Lead, Fintech",2023-10-01,IT/Software Development
Optasia,"Tech Lead, Fintech",2023-10-01,Engineering - Telecom/Technology
"Izam, inc.",Sales Account Manager - Daftra,2023-10-01,Business Development
"Izam, inc.",Sales Account Manager - Daftra,2023-10-01,IT/Software Development
"Izam, inc.",Sales Account Manager - Daftra,2023-10-01,Sales/Retail
Objects,Backend Developer - PHP,2023-10-01,IT/Software Development
Royal Investment,Telecom engineer,2023-10-01,IT/Software Development
Royal Investment,Telecom engineer,2023-10-01,Engineering - Telecom/Technology
COREations,Graphic Designer,2023-10-01,IT/Software Development
Nahdet Misr Publishing Group,SAP Cloud Developer,2023-10-01,IT/Software Development
COREations,Sales Account Manager,2023-10-01,IT/Software Development
Sutherland,It Help Desk Intern,2023-10-01,Installation/Maintenance/Repair
Sutherland,It Help Desk Intern,2023-10-01,IT/Software Development
Sutherland,It Help Desk Intern,2023-10-01,Engineering - Telecom/Technology
Crevisoft Corporation,Odoo Implementer,2023-10-01,IT/Software Development
Crevisoft Corporation,Odoo Implementer,2023-10-01,Engineering - Telecom/Technology
EpsilonAI,Data Science Instructor,2023-10-01,IT/Software Development
EpsilonAI,Data Science Instructor,2023-10-01,Engineering - Telecom/Technology
EpsilonAI,Data Science Instructor,2023-10-01,Training/Instructor
Universities of Canada in Egypt,IT Technical Support Specialist,2023-10-01,Installation/Maintenance/Repair
Universities of Canada in Egypt,IT Technical Support Specialist,2023-10-01,IT/Software Development
Link Datacenter,Senior Platform Engineer,2023-10-01,IT/Software Development
Link Datacenter,Senior Platform Engineer,2023-10-01,Engineering - Telecom/Technology
Link Datacenter,Senior Platform Engineer,2023-10-01,Engineering - Mechanical/Electrical
Link Datacenter,Senior Sales Account Manager,2023-10-01,Business Development
Link Datacenter,Senior Sales Account Manager,2023-10-01,IT/Software Development
Link Datacenter,Senior Sales Account Manager,2023-10-01,Sales/Retail
Link Datacenter,Database Administrator - SQL,2023-10-01,Installation/Maintenance/Repair
Link Datacenter,Database Administrator - SQL,2023-10-01,IT/Software Development
Link Datacenter,Database Administrator - SQL,2023-10-01,Engineering - Telecom/Technology
Link Datacenter,Cloud Solutions Architect,2023-10-01,Installation/Maintenance/Repair
Link Datacenter,Cloud Solutions Architect,2023-10-01,IT/Software Development
Link Datacenter,Cloud Solutions Architect,2023-10-01,Engineering - Telecom/Technology
El Mohandess Print House,Senior Oracle Developer,2023-10-01,Business Development
El Mohandess Print House,Senior Oracle Developer,2023-10-01,IT/Software Development
El Mohandess Print House,Senior Oracle Developer,2023-10-01,Engineering - Telecom/Technology
Impactyn,Back End Technical lead,2023-10-01,IT/Software Development
Impactyn,Back End .NET,2023-10-01,IT/Software Development
LINK Development,IOS Technical Lead,2023-10-01,IT/Software Development
LINK Development,IOS Technical Lead,2023-10-01,Engineering - Telecom/Technology
Crevisoft Corporation,Front End Developer,2023-10-01,Business Development
Crevisoft Corporation,Front End Developer,2023-10-01,IT/Software Development
Fintech solutions,Backend Developer,2023-10-01,IT/Software Development
Elkenany Group,Full Stack Developer,2023-10-01,Creative/Design/Art
Elkenany Group,Full Stack Developer,2023-10-01,IT/Software Development
Elkenany Group,Full Stack Developer,2023-10-01,Engineering - Telecom/Technology
e Aswaaq Misr,Software Senior Tester,2023-10-01,IT/Software Development
FRIDAL,Technical Support Specialist,2023-10-01,IT/Software Development
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI),2023-10-01,IT/Software Development
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI),2023-10-01,Analyst/Research
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI),2023-10-01,Training/Instructor
Pillars,Business Analyst - Multinational Company,2023-10-01,Business Development
Pillars,Business Analyst - Multinational Company,2023-10-01,IT/Software Development
Pillars,Business Analyst - Multinational Company,2023-10-01,Analyst/Research
Arlation Media Services,Game Developer,2023-10-01,Creative/Design/Art
Arlation Media Services,Game Developer,2023-10-01,IT/Software Development
Arlation Media Services,Game Developer,2023-10-01,Engineering - Telecom/Technology
TIC,Quality Control Engineer,2023-10-01,IT/Software Development
TIC,Quality Control Engineer,2023-10-01,Quality
TIC,Quality Control Engineer,2023-10-01,Engineering - Telecom/Technology
Rednet It Services,ERP Sales Manager,2023-10-01,IT/Software Development
Rednet It Services,ERP Sales Manager,2023-10-01,Marketing/PR/Advertising
Rednet It Services,ERP Sales Manager,2023-10-01,Sales/Retail
Rednet It Services,Software Developer,2023-10-01,IT/Software Development
Rednet It Services,Software Developer,2023-10-01,Engineering - Telecom/Technology
Lumin,Sales Manager - Software Background (GULF),2023-10-01,IT/Software Development
Lumin,Sales Manager - Software Background (GULF),2023-10-01,Marketing/PR/Advertising
Lumin,Sales Manager - Software Background (GULF),2023-10-01,Sales/Retail
e Aswaaq Misr,Front End Developer,2023-10-01,IT/Software Development
Expleo,Business Analyst | German Speaker,2023-10-01,IT/Software Development
Ejada ,Application Support Team lead ( Egypt-KSA),2023-10-01,IT/Software Development
Ejada ,Application Support Team lead ( Egypt-KSA),2023-10-01,Engineering - Telecom/Technology
Ejada ,Application Support Specialist (Egypt-KSA),2023-10-01,IT/Software Development
Ejada ,Application Support Specialist (Egypt-KSA),2023-10-01,Engineering - Telecom/Technology
Moltaqa,Senior PHP Developer,2023-10-01,Business Development
Moltaqa,Senior PHP Developer,2023-10-01,IT/Software Development
Moltaqa,Senior PHP Developer,2023-10-01,Engineering - Telecom/Technology
LINK Development,AI Developer,2023-10-01,IT/Software Development
LINK Development,AI Developer,2023-10-01,Engineering - Telecom/Technology
Konnekt Union,Sales Executive,2023-10-01,IT/Software Development
Konnekt Union,Sales Executive,2023-10-01,Sales/Retail
Osolutions,Business Development Intern,2023-10-01,Business Development
Osolutions,Business Development Intern,2023-10-01,Marketing/PR/Advertising
Osolutions,Business Development Intern,2023-10-01,Sales/Retail
Jaffangroup,Supply Chain Planner,2023-10-01,Logistics/Supply Chain
Osolutions,Performance Marketing Specialist,2023-10-01,Marketing/PR/Advertising
Osolutions,Performance Marketing Specialist,2023-10-01,Analyst/Research
altameerarabian,Architect technical office,2023-10-01,Engineering - Construction/Civil/Architecture
altameerarabian,Architect technical office,2023-10-01,Engineering - Mechanical/Electrical
Integrated Technology Group,PHP Developer,2023-10-01,IT/Software Development
iSON Xperiences Egypt,RPA Developer,2023-10-01,IT/Software Development
iSON Xperiences Egypt,RPA Developer,2023-10-01,Analyst/Research
iSON Xperiences Egypt,RPA Developer,2023-10-01,Engineering - Telecom/Technology
AFFSQUARE,Wordpress Developer,2023-10-01,IT/Software Development
AFFSQUARE,Wordpress Developer,2023-10-01,Project/Program Management
AFFSQUARE,Wordpress Developer,2023-10-01,Engineering - Telecom/Technology
QARA,Junior Marketing Manager,2023-10-01,IT/Software Development
QARA,Junior Marketing Manager,2023-10-01,Marketing/PR/Advertising
iSON Xperiences Egypt,Business Consultant,2023-10-01,Operations/Management
iSON Xperiences Egypt,Business Consultant,2023-10-01,Analyst/Research
iSON Xperiences Egypt,Business Consultant,2023-10-01,Strategy/Consulting
Egabi FSI,.Net Developer,2023-10-01,IT/Software Development
Egabi FSI,.Net Developer,2023-10-01,Engineering - Telecom/Technology
OdooTec,Senior Odoo Functional Consultant,2023-10-01,IT/Software Development
OdooTec,Senior Odoo Functional Consultant,2023-10-01,Strategy/Consulting
OdooTec,Senior Odoo Functional Consultant,2023-10-01,Engineering - Telecom/Technology
OdooTec,Odoo Developer,2023-10-01,IT/Software Development
OdooTec,Odoo Developer,2023-10-01,Engineering - Telecom/Technology
FinBi Finance & Banking Consultants International,Business Control and Quality Assurance Officer,2023-10-01,Business Development
FinBi Finance & Banking Consultants International,Business Control and Quality Assurance Officer,2023-10-01,Operations/Management
FinBi Finance & Banking Consultants International,Business Control and Quality Assurance Officer,2023-10-01,Quality
Aliaict,Junior Odoo Developer,2023-10-01,IT/Software Development
Aliaict,Junior Odoo Developer,2023-10-01,Engineering - Telecom/Technology
 Roaya,Senior MS Exchange Engineer,2023-10-01,Installation/Maintenance/Repair
 Roaya,Senior MS Exchange Engineer,2023-10-01,IT/Software Development
 Roaya,Senior MS Exchange Engineer,2023-10-01,Engineering - Telecom/Technology
Order King,Software Sales Executive,2023-10-01,IT/Software Development
Order King,Software Sales Executive,2023-10-01,Sales/Retail
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience),2023-10-01,Installation/Maintenance/Repair
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience),2023-10-01,IT/Software Development
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience),2023-10-01,Engineering - Telecom/Technology
Algoriza,Senior SharePoint developer,2023-10-01,IT/Software Development
Algoriza,Senior SharePoint developer,2023-10-01,Engineering - Telecom/Technology
Rashideen Egypt for Trade ,Technical Support Specialist,2023-10-01,Customer Service/Support
Rashideen Egypt for Trade ,Technical Support Specialist,2023-10-01,IT/Software Development
Rashideen Egypt for Trade ,Technical Support Specialist,2023-10-01,Engineering - Telecom/Technology
Noases,IOT Engineer,2023-10-01,IT/Software Development
Noases,IOT Engineer,2023-10-01,Engineering - Telecom/Technology
Finding From Egy ,Search Engine Optimization Specialist,2023-10-01,IT/Software Development
Finding From Egy ,Search Engine Optimization Specialist,2023-10-01,Marketing/PR/Advertising
Finding From Egy ,Search Engine Optimization Specialist,2023-10-01,Media/Journalism/Publishing
Johnson Controls,Web Designer,2023-10-01,Marketing/PR/Advertising
Network International -Egypt,Information Security Manager,2023-09-01,IT/Software Development
International Advanced ,Senior Flutter Developer,2023-09-01,IT/Software Development
Network International -Egypt,Senior Analyst – Information Security,2023-09-01,IT/Software Development
